Date,Radius,DistanceToEarth,DistanceToVenus,days_it_has_been_high_since,days_it_was_high_for,cumulative,OBS T,IBS T,OBS minus IBS T,dutycycle,SCM T,SCM T grad,SA MY,SA change,SoloHI-BDpl,SoloHI-BDpl grad,SUN_X,SUN_Y,SUN_Z,HGA azimuth change,HGA elevation change,HGA azimuth,HGA elevation,days_it_was_high_for -1,days_it_was_high_for -2,days_it_was_high_for -3,days_it_was_high_for 1,cumulative -1,cumulative -2,cumulative -3,cumulative 1,OBS T -1,OBS T -2,OBS T -3,OBS T 1,IBS T -1,IBS T -2,IBS T -3,IBS T 1,OBS minus IBS T -1,OBS minus IBS T -2,OBS minus IBS T -3,OBS minus IBS T 1,dutycycle -1,dutycycle -2,dutycycle -3,dutycycle 1,SCM T -1,SCM T -2,SCM T -3,SCM T 1,SCM T grad -1,SCM T grad -2,SCM T grad -3,SCM T grad 1,SUN_X -1,SUN_X -2,SUN_X -3,SUN_X 1,SUN_Y -1,SUN_Y -2,SUN_Y -3,SUN_Y 1,SUN_Z -1,SUN_Z -2,SUN_Z -3,SUN_Z 1,SA MY -1,SA MY -2,SA MY -3,SA MY 1,SA change -1,SA change -2,SA change -3,SA change 1,SoloHI-BDpl -1,SoloHI-BDpl -2,SoloHI-BDpl -3,SoloHI-BDpl 1,SoloHI-BDpl grad -1,SoloHI-BDpl grad -2,SoloHI-BDpl grad -3,SoloHI-BDpl grad 1,HGA azimuth -1,HGA azimuth -2,HGA azimuth -3,HGA azimuth 1,HGA azimuth change -1,HGA azimuth change -2,HGA azimuth change -3,HGA azimuth change 1,HGA elevation -1,HGA elevation -2,HGA elevation -3,HGA elevation 1,HGA elevation change -1,HGA elevation change -2,HGA elevation change -3,HGA elevation change 1
2022-02-20,54,20,30,39,2,0,1,2,8,6,2,12,59.9091008621347,0,21,11,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,9.0,9.0,8.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,3.0,12.0,11.0,11.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,55.8363751430533,55.8181933318074,59.9091008621347,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,11.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-21,52,20,29,40,2,0,1,2,8,5,3,12,59.9091008621347,0,21,11,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,8.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,3.0,12.0,12.0,11.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,55.8363751430533,59.9091008621347,0.0,0.0,1.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,11.0,12.0,12.0,13.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-22,51,20,29,41,2,0,1,2,8,5,3,12,59.9091008621347,0,21,11,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,9.0,5.0,6.0,6.0,5.0,3.0,2.0,2.0,3.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-23,49,20,29,42,2,0,1,2,9,5,3,12,59.9091008621347,0,21,11,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,9.0,5.0,5.0,6.0,5.0,3.0,3.0,2.0,4.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-24,47,20,29,43,2,0,1,2,9,5,4,12,59.9091008621347,0,21,12,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,8.0,8.0,9.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-25,46,21,29,44,2,0,1,2,9,5,4,12,59.9091008621347,0,21,12,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,8.0,9.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-26,44,21,29,45,2,0,1,2,9,5,5,12,59.9091008621347,0,21,11,21,20,20,0,0,12,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-27,43,21,28,46,2,0,1,2,9,5,5,12,59.9091008621347,0,21,11,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-02-28,41,22,28,47,2,0,1,2,9,4,6,12,59.9091008621347,0,21,11,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,10.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-01,39,22,28,48,2,0,1,2,10,4,6,12,59.9091008621347,0,21,12,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,10.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-02,38,22,27,49,2,0,1,2,10,4,7,12,59.9091008621347,0,21,12,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,9.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,12.0,12.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,59.9091008621347,0.0,0.0,0.0,1.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-03,36,23,27,50,2,0,1,2,9,4,6,11,59.9091008621347,1,21,11,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,9.0,8.0,4.0,4.0,4.0,4.0,7.0,6.0,6.0,6.0,12.0,12.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,69.9818242923629,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-04,34,23,27,51,2,0,1,2,8,4,6,11,69.9818242923629,0,21,11,21,20,20,0,0,11,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,10.0,10.0,8.0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,6.0,11.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.9091008621347,59.9091008621347,59.9091008621347,69.9818242923629,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-05,33,24,26,52,2,0,1,2,8,4,6,12,69.9818242923629,0,21,12,21,20,20,0,0,10,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,9.0,10.0,8.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,11.0,11.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,69.9818242923629,59.9091008621347,59.9091008621347,69.9818242923629,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-06,31,24,26,53,2,0,1,2,8,4,6,12,69.9818242923629,0,21,12,21,20,20,0,0,10,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,8.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,12.0,11.0,11.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,69.9818242923629,69.9818242923629,59.9091008621347,70.0181879148546,0.0,0.0,1.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-07,29,25,26,54,2,0,1,2,8,4,7,12,70.0181879148546,0,21,12,21,20,20,0,0,10,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,12.0,12.0,11.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,69.9818242923629,69.9818242923629,69.9818242923629,70.0181879148546,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-08,27,26,25,55,2,0,1,2,8,4,8,12,70.0181879148546,0,21,11,21,20,20,0,0,10,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,3.0,7.0,6.0,6.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,70.0181879148546,69.9818242923629,69.9818242923629,70.0181879148546,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-09,26,26,25,56,2,0,1,2,8,3,8,12,70.0181879148546,0,21,11,21,20,20,0,0,10,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,3.0,8.0,7.0,6.0,9.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,70.0181879148546,70.0181879148546,69.9818242923629,70.0181879148546,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-10,24,27,24,57,2,0,1,2,8,3,9,12,70.0181879148546,0,21,12,21,20,20,0,0,9,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.0,8.0,8.0,7.0,9.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,70.0181879148546,70.0181879148546,70.0181879148546,70.0181879148546,0.0,0.0,0.0,1.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-11,22,28,24,58,2,0,1,2,8,3,9,12,70.0181879148546,1,21,11,21,20,20,0,0,9,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,7.0,3.0,3.0,4.0,3.0,9.0,8.0,8.0,9.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,70.0181879148546,70.0181879148546,70.0181879148546,72.9454595254444,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-12,20,29,24,59,2,0,1,2,7,3,9,12,72.9454595254444,0,21,11,21,20,20,0,0,9,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,7.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,10.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,70.0181879148546,70.0181879148546,70.0181879148546,72.9454595254444,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,11.0,12.0,9.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-13,19,30,23,60,2,0,1,2,7,3,10,12,72.9454595254444,0,21,12,21,20,20,0,0,9,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,8.0,8.0,7.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,72.9454595254444,70.0181879148546,70.0181879148546,72.9454595254444,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-14,17,31,23,61,2,0,1,2,7,3,10,12,72.9454595254444,0,21,12,21,20,20,0,0,8,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,8.0,7.0,3.0,3.0,3.0,3.0,10.0,9.0,9.0,11.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,72.9454595254444,72.9454595254444,70.0181879148546,72.9454595254444,0.0,0.0,1.0,1.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,12.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-15,16,32,23,62,2,0,1,2,7,3,11,12,72.9454595254444,1,21,12,21,20,20,0,0,8,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,10.0,10.0,9.0,11.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,72.9454595254444,72.9454595254444,72.9454595254444,76.9090943770504,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,12.0,8.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-16,14,33,22,63,2,0,1,3,6,3,11,12,76.9090943770504,0,21,12,21,20,20,0,0,8,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,11.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,72.9454595254444,72.9454595254444,72.9454595254444,76.9090943770504,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,11.0,8.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-17,12,34,22,64,2,0,1,3,6,3,11,12,76.9090943770504,0,21,11,21,20,20,0,0,8,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,11.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,72.9454595254444,72.9454595254444,76.9090943770504,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,12.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
2022-03-18,11,35,22,65,2,0,1,3,5,3,11,12,76.9090943770504,0,21,12,21,20,20,0,0,7,6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,6.0,6.0,7.0,5.0,3.0,3.0,3.0,3.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,72.9454595254444,76.9090943770504,0.0,0.0,1.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0
2022-03-19,10,37,22,66,2,0,1,3,5,3,11,11,76.9090943770504,0,21,12,21,20,20,0,0,7,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,76.9090943770504,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,12.0,11.0,7.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0
2022-03-20,9,38,22,67,2,0,1,3,4,3,11,11,76.9090943770504,0,21,11,21,20,20,0,0,7,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,4.0,11.0,11.0,11.0,10.0,11.0,12.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,76.9090943770504,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0
2022-03-21,7,39,23,68,2,0,1,3,4,4,10,11,76.9090943770504,0,21,11,21,20,20,0,0,7,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,11.0,11.0,11.0,10.0,11.0,11.0,12.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,76.9090943770504,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,11.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0
2022-03-22,7,41,23,69,2,0,1,4,3,4,10,11,76.9090943770504,0,21,11,21,20,20,0,0,6,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,10.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,76.9090943770504,0.0,0.0,0.0,1.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-03-23,6,42,24,70,2,0,1,4,2,5,9,10,76.9090943770504,1,21,12,21,20,20,0,0,6,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,10.0,10.0,11.0,8.0,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,78.9818208590829,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,12.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-03-24,5,44,25,71,2,0,1,4,2,5,8,11,78.9818208590829,0,21,12,21,20,20,0,0,6,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,5.0,9.0,10.0,10.0,8.0,10.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,76.9090943770504,76.9090943770504,76.9090943770504,78.9818208590829,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,6.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-03-25,5,45,26,72,2,0,1,4,1,5,8,11,78.9818208590829,0,21,11,21,20,20,0,0,5,5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,6.0,8.0,9.0,10.0,8.0,11.0,10.0,11.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,78.9818208590829,76.9090943770504,76.9090943770504,78.9818208590829,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
