Times,Time,Mean_OBS_T,Mean_IBS_T,Mean_OBS_IBS_Current,Max_OBS_IBS_Current,Min_OBS_IBS_Current,SCM_T,EAS_T
2023-06-26,2023-06-26 06:04:30.908535,-85.42974010317965,-73.4601396400089,0.1582880097680095,0.214637973137973,0.101938046398046,-111.90394082276435,-5.27044411791354
2023-06-26,2023-06-26 06:19:30.910088,-85.53996445622414,-73.5901423323781,0.21167218559218548,0.212660781440781,0.21068358974359,-111.90436855883581,-6.7955233520581
2023-06-26,2023-06-26 06:34:30.911657,-85.60752131776752,-73.6509946564658,0.1582880097680095,0.212660781440781,0.103915238095238,-111.90864591954897,-7.65898733021345
2023-06-26,2023-06-26 06:48:30.913120,-83.05547198235799,-70.9218601216231,0.1592766056166055,0.214637973137973,0.103915238095238,-111.91005744858435,-3.64444052268584
2023-06-26,2023-06-26 07:02:30.914569,-83.81726448686723,-71.74889852626971,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.91758560343953,-5.51714811167221
2023-06-26,2023-06-26 07:16:30.916047,-84.42972077112256,-72.40444401757826,0.1592766056166055,0.216615164835165,0.101938046398046,-111.91617407440421,-6.941302984733655
2023-06-26,2023-06-26 07:31:30.917630,-84.52572262700004,-72.50494255281399,0.16125379731379702,0.218592356532356,0.103915238095238,-111.91570356472576,-6.91887534893743
2023-06-26,2023-06-26 07:45:30.919094,-85.03062127642977,-73.01296725845528,0.1572994139194135,0.212660781440781,0.101938046398046,-111.91852662279643,-4.255593598133515
2023-06-26,2023-06-26 08:00:30.920662,-85.08928907724375,-73.08303963164721,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.91664458408263,-5.83113501281963
2023-06-26,2023-06-26 08:14:30.922140,-85.45907400358664,-73.48687778241107,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.90950139169163,-6.63852990148439
2023-06-26,2023-06-26 08:29:30.923678,-85.56307601412055,-73.59290834710936,0.212660781440781,0.212660781440781,0.212660781440781,-111.91548969669007,-7.83280150763434
2023-06-26,2023-06-26 08:43:30.925142,-83.02524917587802,-70.91079606269808,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.9218201905456,-3.3640950752328
2023-06-26,2023-06-26 08:57:30.926605,-83.78437496216844,-71.73138043297166,0.1592766056166055,0.216615164835165,0.101938046398046,-111.9142920356904,-5.842348830717725
2023-06-26,2023-06-26 09:11:30.928069,-84.43416530148724,-72.40997604704074,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.91758560343956,-6.79552335205807
2023-06-26,2023-06-26 09:26:30.929637,-84.5363894998753,-72.53536871485782,0.156310818070818,0.208706398046398,0.103915238095238,-111.91617407440421,-7.384248791709495
2023-06-26,2023-06-26 09:40:30.931116,-85.03239908857564,-73.02956334684288,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.9218201905456,-3.84628924485207
2023-06-26,2023-06-26 09:55:30.932684,-85.09106688938962,-73.11715381333269,0.1572994139194135,0.212660781440781,0.101938046398046,-111.92040866151024,-5.999342281291435
2023-06-26,2023-06-26 10:09:30.934162,-85.46885197038894,-73.5007078560674,0.21167218559218548,0.212660781440781,0.21068358974359,-111.91848384918931,-6.756274989414665
2023-06-26,2023-06-26 10:24:30.935746,-85.53463101978652,-73.58461030291558,0.1582880097680095,0.212660781440781,0.103915238095238,-111.92233347383116,-7.60291824072283
2023-06-26,2023-06-26 10:38:30.937164,-83.03502714268038,-70.8941999743105,0.1592766056166055,0.216615164835165,0.101938046398046,-111.92934834540078,-3.605192160042435
2023-06-26,2023-06-26 10:52:30.938627,-83.7888194925331,-71.7129403347633,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.92746630668698,-5.48350665797784
2023-06-26,2023-06-26 11:07:30.940195,-83.86170979051417,-71.80882884544695,0.161253797313797,0.212660781440781,0.109846813186813,-111.92746630668698,-6.902054622090215
2023-06-26,2023-06-26 11:21:30.941659,-84.48927747800954,-72.44132421399499,0.1572994139194135,0.212660781440781,0.101938046398046,-111.92981885507925,-7.72627023760219
2023-06-26,2023-06-26 11:35:30.943122,-85.03862143108618,-73.01757728300741,0.162242393162393,0.220569548229548,0.103915238095238,-111.92887783572235,-3.89114451644454
2023-06-26,2023-06-26 11:50:30.944690,-85.08484454687908,-73.08211762673682,0.1543336263736261,0.212660781440781,0.0960064713064712,-111.92699579700854,-5.5844310190609
2023-06-26,2023-06-26 12:04:30.946169,-85.49374134043126,-73.52191396900706,0.157299413919414,0.21068358974359,0.103915238095238,-111.92575536240173,-6.44789499721628
2023-06-26,2023-06-26 12:18:30.947632,-82.99591527547103,-70.86008579262499,0.1582880097680095,0.212660781440781,0.103915238095238,-111.93358293250685,-7.64216660336629
2023-06-26,2023-06-26 12:33:30.949200,-83.07058338559794,-70.91632809216058,0.1572994139194135,0.212660781440781,0.101938046398046,-111.93781751961289,-3.12860489937225
2023-06-26,2023-06-26 12:47:30.950649,-83.79415292897079,-71.7175503593154,0.1582880097680095,0.212660781440781,0.103915238095238,-111.93170089379305,-5.52836192957034
2023-06-26,2023-06-26 13:01:30.952112,-84.44216545614368,-72.40721003230948,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.93311242282839,-6.57124699409565
2023-06-26,2023-06-26 13:16:30.953680,-84.54705637275065,-72.50955257736611,0.1582880097680095,0.212660781440781,0.103915238095238,-111.9387585389698,-7.75430478234748
2023-06-26,2023-06-26 13:30:30.955144,-85.0279545582109,-73.01942129282827,0.1582880097680098,0.216615164835165,0.0999608547008546,-111.93452395186375,-3.05010817408538
2023-06-26,2023-06-26 13:44:30.956608,-85.41018416957496,-73.4499975859943,0.1592766056166055,0.214637973137973,0.103915238095238,-111.93516555597071,-4.93402958096988
2023-06-26,2023-06-26 13:59:30.958176,-85.52663086513004,-73.55602815069257,0.21167218559218548,0.212660781440781,0.21068358974359,-111.92661083454435,-6.571246994095645
2023-06-26,2023-06-26 14:13:30.959639,-82.98613730866867,-70.84994373861038,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.92746630668701,-7.38985570065853
2023-06-26,2023-06-26 14:28:30.961222,-83.06969447952498,-70.92001611180224,0.1572994139194135,0.212660781440781,0.101938046398046,-111.93405344218532,-3.655654340583995
2023-06-26,2023-06-26 14:42:30.962701,-83.81815339294016,-71.76272859992599,0.16323098901098848,0.212660781440781,0.113801196581196,-111.93922904864826,-5.16951975683043
2023-06-26,2023-06-26 14:56:30.964348,-84.4483877986543,-72.42841614524909,0.1582880097680095,0.214637973137973,0.101938046398046,-111.93640599057755,-6.722633535720295
2023-06-26,2023-06-26 15:10:30.965598,-84.99684284565802,-72.97608706203852,0.15532222222222195,0.212660781440781,0.0979836630036629,-111.93781751961289,-7.51320769753789
2023-06-26,2023-06-26 15:25:30.967166,-85.12040078979663,-73.13098388698906,0.1592766056166055,0.216615164835165,0.101938046398046,-111.94017006800516,-3.5210885258065048
2023-06-26,2023-06-26 15:39:30.968629,-85.45374056714898,-73.49609783151529,0.213649377289377,0.214637973137973,0.212660781440781,-111.93730423632732,-5.012526306256715
2023-06-26,2023-06-26 15:54:30.970197,-85.53996445622414,-73.5486521114092,0.1582880097680098,0.216615164835165,0.0999608547008546,-111.93516555597071,-6.26847391084635
2023-06-26,2023-06-26 16:08:30.971661,-83.01102667871095,-70.83887967968529,0.1592766056166055,0.214637973137973,0.103915238095238,-111.93405344218529,-7.479566243843495
2023-06-26,2023-06-26 16:22:30.973154,-83.76215231034497,-71.69450023655494,0.1582880097680095,0.212660781440781,0.103915238095238,-111.93687650025602,-3.08374962777975
2023-06-26,2023-06-26 16:37:30.974708,-83.85015401156596,-71.76180659501557,0.1582880097680095,0.212660781440781,0.103915238095238,-111.93922904864823,-5.208768119473859
2023-06-26,2023-06-26 16:51:30.976171,-84.4483877986543,-72.43118215998037,0.1572994139194135,0.212660781440781,0.101938046398046,-111.93828802929133,-6.38061208982759
2023-06-26,2023-06-26 17:05:30.977666,-85.04128814930503,-73.01665527809695,0.1582880097680095,0.212660781440781,0.103915238095238,-111.93828802929133,-7.6085251496719195
2023-06-26,2023-06-26 17:20:30.979188,-85.09284470153551,-73.08672765128887,0.15729941391941393,0.216615164835165,0.0979836630036629,-111.94487516478964,-3.09496344567788
2023-06-26,2023-06-26 17:34:30.980651,-85.45818509751365,-73.47396971366523,0.1572994139194135,0.212660781440781,0.101938046398046,-111.94372027739709,-4.58640122612809
2023-06-26,2023-06-26 17:48:30.982114,-82.97635934186633,-70.81675156183522,0.1572994139194135,0.212660781440781,0.101938046398046,-111.94205210671893,-6.31893609138791
2023-06-26,2023-06-26 18:03:30.983683,-83.09991728600495,-70.94675425420445,0.1592766056166055,0.212660781440781,0.10589242979243,-111.9472277131819,-7.27771752167729
2023-06-26,2023-06-26 18:17:30.985146,-83.79148621075197,-71.70740830530079,0.1572994139194135,0.212660781440781,0.101938046398046,-111.94205210671893,-4.10981396545793
2023-06-26,2023-06-26 18:31:30.986610,-84.43949873792488,-72.41919609614494,0.1592766056166053,0.218592356532356,0.0999608547008546,-111.94769822286034,-4.90038812727551
2023-06-26,2023-06-26 18:46:30.988193,-84.51683356627068,-72.47451639077012,0.1592766056166055,0.212660781440781,0.10589242979243,-111.9415815970405,-6.498357177757865
2023-06-26,2023-06-26 19:00:30.989656,-85.02439893391913,-72.99729317497814,0.15532222222222195,0.212660781440781,0.0979836630036629,-111.946286693825,-7.40106951855665
2023-06-26,2023-06-26 19:15:30.991239,-85.10884501084846,-73.08211762673682,0.1572994139194135,0.212660781440781,0.101938046398046,-111.95616739707245,-3.879930698546385
2023-06-26,2023-06-26 19:29:30.992688,-85.4786299371913,-73.48503377259028,0.213649377289377,0.214637973137973,0.212660781440781,-111.94799763811025,-4.676111769313055
2023-06-26,2023-06-26 19:43:30.994136,-83.00658214834627,-70.85455376316247,0.1582880097680095,0.212660781440781,0.103915238095238,-111.9519328099664,-6.03298373498581
2023-06-26,2023-06-26 19:57:30.995600,-83.78437496216844,-71.7000322660174,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.9444046551112,-7.31696588432075
2023-06-26,2023-06-26 20:12:30.997168,-83.86793213302472,-71.77379265885104,0.1592766056166055,0.214637973137973,0.103915238095238,-111.95899045514315,-3.08374962777975
2023-06-26,2023-06-26 20:26:30.998631,-84.467943732259,-72.40628802739906,0.1582880097680095,0.212660781440781,0.103915238095238,-111.9566379067509,-4.956457216766125
2023-06-26,2023-06-26 20:40:31.000095,-85.00839862460627,-72.99268315042605,0.15532222222222195,0.212660781440781,0.0979836630036629,-111.95146230028794,-6.18997718555948
2023-06-26,2023-06-26 20:55:31.001693,-85.08128892258732,-73.06828755308044,0.160265201465201,0.218592356532356,0.101938046398046,-111.95005077125259,-7.457138608047245
2023-06-26,2023-06-26 21:09:31.003142,-85.46351853395132,-73.48042374803815,0.21167218559218548,0.212660781440781,0.21068358974359,-111.95954651203587,-6.599281538840955
2023-06-26,2023-06-26 21:23:31.004620,-83.00391543012744,-70.85178774843116,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.95334433900175,-4.17148996389756
2023-06-26,2023-06-26 21:38:31.006173,-83.07325010381675,-70.93476819036897,0.1602652014652015,0.216615164835165,0.103915238095238,-111.9528738293233,-6.16754954976327
2023-06-26,2023-06-26 21:52:31.007622,-83.80481980184605,-71.70556429547996,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.95522637771555,-7.04222734581674
2023-06-26,2023-06-26 22:06:31.009085,-84.45727685938371,-72.41089805195115,0.1582880097680095,0.212660781440781,0.103915238095238,-111.95899045514314,-5.758245196481825
2023-06-26,2023-06-26 22:21:31.010653,-84.54083403024006,-72.48650245460554,0.1582880097680098,0.216615164835165,0.0999608547008546,-111.955696887394,-4.50790450084122
2023-06-26,2023-06-26 22:35:31.012117,-85.06173298898263,-73.06275552361794,0.1563108180708178,0.212660781440781,0.0999608547008546,-111.95522637771555,-6.274080819795415
2023-06-26,2023-06-26 22:50:31.013685,-85.13284547481781,-73.12360784770571,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.95334433900175,-7.22164843218673
2023-06-26,2023-06-26 23:04:31.015178,-85.46440744002426,-73.47581372348606,0.162242393162393,0.212660781440781,0.111824004884005,-111.96168519239245,-6.89644771314119
2023-06-26,2023-06-26 23:18:31.016627,-82.9799149661581,-70.81767356674563,0.1582880097680095,0.214637973137973,0.101938046398046,-111.96416606160611,-4.24998668918445
2023-06-26,2023-06-26 23:33:31.018195,-83.08925041312966,-70.92093811671266,0.161253797313797,0.214637973137973,0.107869621489621,-111.9575789261078,-5.81992119492151
2023-06-26,2023-06-26 23:47:31.019689,-83.79148621075197,-71.67513813343608,0.1572994139194138,0.214637973137973,0.0999608547008546,-111.96369555192764,-7.159972433747015
